Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud;Texto Cajetines;Longitud;Latitud
440587,6600000000;4475538,9200000000;05/07/2018;01  CENTRO;01-04 JUSTICIA;LARRA, CALLE, DE;18;Moto;Línea;18;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7004168400;40,4283658910
441238,4900000000;4475035,2500000000;25/04/2023;01  CENTRO;01-04 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;6;Moto 360;Batería;9;9,9;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6926981250;40,4238752200
441283,8600000000;4475182,2100000000;25/04/2023;01  CENTRO;01-04 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;16;Moto 360;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6921768480;40,4252021330
441189,3600000000;4474944,6800000000;08/09/2022;01  CENTRO;01-04 JUSTICIA;MARQUES DE MONASTERIO, CALLE, DEL;7;Moto 360;Línea;4;4,5;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6932688480;40,4230557760
440922,7400000000;4474959,0500000000;12/09/2023;01  CENTRO;01-04 JUSTICIA;PIAMONTE, CALLE, DEL;3;Moto 360;Línea;9;10;;-3,6964129540;40,4231660700
441023,8500000000;4474823,3600000000;08/09/2022;01  CENTRO;01-04 JUSTICIA;PRIM, CALLE, DE;4;Moto 360;Línea;2;3;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6952084250;40,4219507690
440827,5700000000;4474570,4100000000;14/07/2018;01  CENTRO;01-04 JUSTICIA;REINA, CALLE, DE LA;24;Moto;Línea;26;28;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6974985940;40,4196581930
441099,2800000000;4475025,6600000000;10/04/2023;01  CENTRO;01-04 JUSTICIA;SALESAS, PLAZA, DE LAS;7;Moto 360;Línea;13;14;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6943381590;40,4237791920
440852,2800000000;4475013,7300000000;27/07/2018;01  CENTRO;01-04 JUSTICIA;SAN GREGORIO, CALLE, DE;11;Moto;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6972485560;40,4236541150
440935,1300000000;4475295,5400000000;12/09/2023;01  CENTRO;01-04 JUSTICIA;SANTA TERESA, CALLE, DE;1;Moto 360;Línea;34;39,6;;-3,6962981910;40,4261979910
440864,2800000000;4475359,1200000000;11/07/2018;01  CENTRO;01-04 JUSTICIA;SERRANO ANGUITA, CALLE, DE;2;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6971391780;40,4267659640
440700,6300000000;4475493,4300000000;18/07/2023;01  CENTRO;01-04 JUSTICIA;SERRANO ANGUITA, CALLE, DE;18;Moto 360;Línea;23;25;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6990808750;40,4279644770
441223,4900000000;4474978,3300000000;01/02/2022;01  CENTRO;01-04 JUSTICIA;TAMAYO Y BAUS, CALLE, DE;9;Moto;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,6928696680;40,4233615630
440772,1100000000;4474605,4500000000;22/08/2023;01  CENTRO;01-04 JUSTICIA;VICTOR HUGO, CALLE, DE;3;Moto 360;Línea;20;22;;-3,6981554910;40,4199701690
439961,3100000000;4475603,5900000000;06/07/2018;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;34;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7078065060;40,4289038980
439823,7400000000;4475416,3200000000;23/03/2023;01  CENTRO;01-05 UNIVERSIDAD;AMANIEL, CALLE, DE;27;Moto 360;Línea;8;7,48;RESERVA DE MOTOS;-3,7094104440;40,4272062820
439825,8600000000;4475390,7200000000;17/01/2020;01  CENTRO;01-05 UNIVERSIDAD;AMANIEL, CALLE, DE;30;Moto;Línea;4;5,06;;-3,7093830570;40,4269760670
439726,2800000000;4475709,4500000000;27/03/2023;01  CENTRO;01-05 UNIVERSIDAD;BALTASAR GRACIAN, CALLE, DE;6;Moto 360;Línea;8;10;;-3,7105870130;40,4298402830
440547,7400000000;4475028,7000000000;11/04/2013;01  CENTRO;01-05 UNIVERSIDAD;COLON, CALLE, DE;1;Moto;Línea;7;8;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7008396830;40,4237667590
440467,2200000000;4475033,7700000000;11/08/2023;01  CENTRO;01-05 UNIVERSIDAD;COLON, CALLE, DE;13;Moto 360;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7017893030;40,4238073240
439824,2800000000;4475119,1900000000;17/01/2020;01  CENTRO;01-05 UNIVERSIDAD;CONDE DE TORENO, PLAZA, DEL;2;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7093760100;40,4245302820
439720,9700000000;4475406,9700000000;24/10/2017;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;20;Moto;Línea;21;23;LABORABLES DE LUNES Y VIERNES DE 8 A 20 H.;-3,7106209900;40,4271151240
440210,2500000000;4474801,1600000000;18/06/2012;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;3;Moto;Línea;9;10;;-3,7047964720;40,4216928810
440225,1800000000;4474819,6200000000;24/08/2023;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;9;Moto 360;Línea;19;20;;-3,7046221790;40,4218607000
440267,6200000000;4474870,6500000000;31/03/2022;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;21;Moto 360;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7041267420;40,4223233640
440335,9300000000;4474931,8200000000;24/08/2023;01  CENTRO;01-05 UNIVERSIDAD;CORREDERA BAJA DE SAN PABLO, CALLE, DE LA;39;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7033271790;40,4228787890
439616,2200000000;4475241,3900000000;31/07/2018;01  CENTRO;01-05 UNIVERSIDAD;CRISTINO MARTOS, PLAZA, DE;4;Moto;Línea;7;8;;-3,7118401290;40,4256162090
439619,5600000000;4475246,4200000000;31/07/2018;01  CENTRO;01-05 UNIVERSIDAD;CRISTINO MARTOS, PLAZA, DE;4;Moto;Línea;7;8;;-3,7118011680;40,4256610150
440403,7000000000;4474685,9600000000;25/08/2023;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;4;Moto 360;Línea;19;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7025055010;40,4206688330
440269,6800000000;4474725,3100000000;24/08/2023;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;11;Moto 360;Línea;18;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7040886980;40,4210138110
440344,9100000000;4474706,0700000000;25/08/2023;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;12;Moto 360;Línea;20;22;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7032002690;40,4208456480
440346,5700000000;4475047,8700000000;30/07/2018;01  CENTRO;01-05 UNIVERSIDAD;EL ESCORIAL, CALLE, DE;12;Moto;Línea;9;10,09;;-3,7032127600;40,4239255250
440554,0000000000;4475136,3200000000;11/08/2023;01  CENTRO;01-05 UNIVERSIDAD;FUENCARRAL, CALLE, DE;71;Moto 360;Línea;18;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7007759700;40,4247371780
439861,3100000000;4474893,8500000000;09/07/2018;01  CENTRO;01-05 UNIVERSIDAD;GARCIA MOLINAS, CALLE, DE;2;Moto;Línea;22;25;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS.;-3,7089181020;40,4225029290
440367,0700000000;4474671,8500000000;25/08/2023;01  CENTRO;01-05 UNIVERSIDAD;GONZALO JIMENEZ DE QUESADA, CALLE, DE;2;Moto 360;Línea;14;15;RESERVA DE MOTOS;-3,7029358490;40,4205390010
440171,0900000000;4474899,0900000000;24/08/2023;01  CENTRO;01-05 UNIVERSIDAD;MADERA, CALLE, DE LA;7;Moto 360;Línea;9;10;;-3,7052672150;40,4225720270
440337,9100000000;4475119,0800000000;16/03/2019;01  CENTRO;01-05 UNIVERSIDAD;MADERA, CALLE, DE LA;40;Moto;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7033215650;40,4245660920
440409,0700000000;4475570,9100000000;11/07/2018;01  CENTRO;01-05 UNIVERSIDAD;MANUELA MALASAÑA, CALLE, DE;2;Moto;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7025250960;40,4286418850
439476,5900000000;4475512,9700000000;30/05/2003;01  CENTRO;01-05 UNIVERSIDAD;MARTIRES DE ALCALA, CALLE, DE LOS;5;Moto;Línea;13;14;;-3,7135118480;40,4280526550
439880,5300000000;4475009,1700000000;06/07/2018;01  CENTRO;01-05 UNIVERSIDAD;MOSTENSES, PLAZA, DE LOS;6;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS.;-3,7087025550;40,4235427900
440281,0300000000;4474921,9600000000;04/05/2023;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;4;Moto 360;Línea;18;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7039734760;40,4227864280
440303,9200000000;4475592,8700000000;06/07/2018;01  CENTRO;01-05 UNIVERSIDAD;RUIZ, CALLE, DE;19;Moto;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7037666950;40,4288317630
440313,6000000000;4475429,6400000000;19/06/2023;01  CENTRO;01-05 UNIVERSIDAD;SAN ANDRES, CALLE, DE;17;Moto 360;Línea;11;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7036372070;40,4273616680
440313,6000000000;4475429,6400000000;19/06/2023;01  CENTRO;01-05 UNIVERSIDAD;SAN ANDRES, CALLE, DE;17;Moto 360;Línea;11;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7036372070;40,4273616680
440319,7200000000;4475427,6100000000;18/06/2023;01  CENTRO;01-05 UNIVERSIDAD;SAN ANDRES, CALLE, DE;26;Moto 360;Línea;9;10;;-3,7035648420;40,4273445370
439969,4200000000;4474872,2400000000;19/06/2023;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;12;Moto 360;Línea;13;14;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7076418380;40,4223160870
439996,3800000000;4475119,7700000000;19/06/2023;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;44;Moto 360;Línea;14;16;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7073473950;40,4245477000
440005,9600000000;4475236,9900000000;18/05/2023;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;60;Moto 360;Línea;7;8;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7072454660;40,4256047500
440076,8300000000;4475456,7400000000;14/11/2022;01  CENTRO;01-05 UNIVERSIDAD;SAN BERNARDO, CALLE, DE;79;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,7064308920;40,4275897050
440138,4200000000;4475308,7700000000;05/03/2020;01  CENTRO;01-05 UNIVERSIDAD;SAN VICENTE, COSTANILLA, DE;6;Moto;Línea;4;5;;-3,7056909170;40,4262603860
439842,4600000000;4475598,3000000000;15/06/2022;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;16;Moto 360;Línea;9;9,96;LABORABLES DE LUNES A VIERNES DE 8 A 20H ;-3,7092070440;40,4288476910
439518,2400000000;4475695,4400000000;20/05/2022;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;26;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7130382980;40,4296990490
439556,4100000000;4475682,5500000000;19/05/2022;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;24 B;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7125870940;40,4295858330
440083,2900000000;4475601,2300000000;14/09/2018;01  CENTRO;01-05 UNIVERSIDAD;SANTA CRUZ DE MARCENADO, CALLE, DE;S/N;Moto;Línea;20;22;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7063683820;40,4288915800
440198,3300000000;4475301,5300000000;28/03/2019;01  CENTRO;01-05 UNIVERSIDAD;SANTA LUCIA, CALLE, DE;19;Moto;Línea;6;7;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,7049839440;40,4261999390
440199,2800000000;4475309,4000000000;28/03/2019;01  CENTRO;01-05 UNIVERSIDAD;SANTA LUCIA, CALLE, DE;21;Moto;Línea;5;7;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,7049735160;40,4262706990
440226,8600000000;4475182,0700000000;09/08/2018;01  CENTRO;01-05 UNIVERSIDAD;TESORO, CALLE, DEL;6;Moto;Línea;18;20;;-3,7046365030;40,4251260440
440208,4900000000;4475180,0200000000;11/07/2018;01  CENTRO;01-05 UNIVERSIDAD;TESORO, CALLE, DEL;8;Moto;Línea;4;5;;-3,7048528520;40,4251058760
440478,0300000000;4474933,5300000000;26/09/2018;01  CENTRO;01-05 UNIVERSIDAD;VALVERDE, CALLE, DE;33;Moto;Línea;17;18;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7016525380;40,4229043430
440204,5600000000;4474577,9400000000;03/09/2021;01  CENTRO;01-06 SOL;ABADA, CALLE, DE LA;14;Moto 360;Línea;14;15;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7048425960;40,4196818560
440121,0000000000;4474241,4200000000;18/05/2023;01  CENTRO;01-06 SOL;ARENAL, TRAVESIA, DEL;2;Moto 360;Línea;14;15,5;;-3,7057957110;40,4166440910
439880,2000000000;4474196,1300000000;02/07/2018;01  CENTRO;01-06 SOL;COMANDANTE LAS MORENAS, PLAZA, DEL;5;Moto;Batería;21;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7086295600;40,4162191290
440038,3800000000;4474021,5200000000;15/12/2011;01  CENTRO;01-06 SOL;IMPERIAL, CALLE;3;Moto;Línea;23;25;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7067488260;40,4146577040
440117,4600000000;4474354,4800000000;10/03/2023;01  CENTRO;01-06 SOL;MAESTRO VICTORIA, CALLE, DEL;2;Moto 360;Línea;11;12,57;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7058480790;40,4176624090
440237,3400000000;4474134,0100000000;12/07/2018;01  CENTRO;01-06 SOL;MARQUES VIUDO DE PONTEJOS, CALLE, DEL;1;Moto;Línea;19;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7044145390;40,4156845590
440086,9100000000;4474206,9900000000;14/08/2018;01  CENTRO;01-06 SOL;MAYOR, CALLE;13;Moto;Línea;18;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7061943750;40,4163315430
440233,7400000000;4474541,0400000000;10/01/2019;01  CENTRO;01-06 SOL;MESONERO ROMANOS, CALLE, DE;8;Moto;Batería;5;6,3;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7044950390;40,4193516610
440318,8900000000;4474502,9100000000;21/07/2016;01  CENTRO;01-06 SOL;SALUD, CALLE, DE LA;11;Moto;Línea;22;24;;-3,7034878940;40,4190141890
440369,3600000000;4474546,0300000000;14/06/2023;01  CENTRO;01-06 SOL;TRES CRUCES, CALLE, DE LAS;5;Moto 360;Línea;2;13,31;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,7028970030;40,4194063210
440369,2400000000;4474545,7200000000;14/06/2023;01  CENTRO;01-06 SOL;TRES CRUCES, CALLE, DE LAS;5;Moto 360;Línea;3;13,9;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,7028984920;40,4194033990
440369,2400000000;4474545,7200000000;14/06/2023;01  CENTRO;01-06 SOL;TRES CRUCES, CALLE, DE LAS;5;Moto 360;Línea;3;13,9;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA MÁX 45 MIN;-3,7028984920;40,4194033990
438990,1400000000;4473021,2500000000;08/08/2023;02  ARGANZUELA;02-01 IMPERIAL;COBOS DE SEGOVIA, CALLE, DE;7;Moto 360;Línea;7;8,3;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7190072010;40,4055703070
438932,9100000000;4473605,1200000000;28/04/2022;02  ARGANZUELA;02-01 IMPERIAL;FOSFORO, CALLE, DEL;1;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7197377220;40,4108258200
439100,7900000000;4473410,3900000000;01/06/2022;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;10;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H..;-3,7177405630;40,4090838560
439312,4500000000;4472665,1600000000;01/06/2022;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;89;Moto 360;Línea;9;10,01;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7151751450;40,4023855210
438980,2800000000;4473929,9800000000;10/12/2021;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;1;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,7192106010;40,4137552950
438965,6100000000;4473913,8200000000;27/04/2022;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;3;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7193819730;40,4136091340
438963,4100000000;4473844,5900000000;27/04/2022;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;11;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7194012240;40,4129854120
438941,5500000000;4473472,7200000000;02/06/2023;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;40;Moto 360;Línea;7;8;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7196232450;40,4096336660
438969,1000000000;4473656,9200000000;27/04/2022;02  ARGANZUELA;02-01 IMPERIAL;JUAN DUQUE, CALLE, DE;27 B;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7193161400;40,4112948430
438874,8700000000;4473146,2800000000;04/01/2022;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;17;Moto 360;Línea;14;16;LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00;-3,7203775440;40,4066877460
438851,1300000000;4472931,3000000000;13/07/2021;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;22;Moto;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7206367500;40,4047499460
438850,5600000000;4472935,7800000000;12/08/2021;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;22;Moto 360;Línea;19;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7206437980;40,4047899960
439128,4100000000;4472559,8800000000;20/04/2023;02  ARGANZUELA;02-01 IMPERIAL;MELANCOLICOS, PASEO, DE LOS;81;Moto 360;Línea;13;14,5;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7173337630;40,4014243840
438972,9200000000;4473738,1300000000;27/04/2022;02  ARGANZUELA;02-01 IMPERIAL;MORENO NIETO, CALLE, DE;7;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,7192788970;40,4120273120
439509,1500000000;4473105,4300000000;28/07/2021;02  ARGANZUELA;02-01 IMPERIAL;PONTONES, PASEO, DE;4;Moto 360;Línea;8;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7128990700;40,4063668330
439199,4200000000;4473349,3300000000;08/08/2023;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, RONDA, DE;18;Moto 360;Línea;11;12;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7165723590;40,4085410360
438806,5800000000;4473599,0200000000;22/08/2023;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;35;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7212259230;40,4107617060
438815,2400000000;4473393,5500000000;24/10/2022;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;47;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20H.;-3,7211040550;40,4089109950
438730,4900000000;4472933,6000000000;08/08/2023;02  ARGANZUELA;02-01 IMPERIAL;VIRGEN DEL PUERTO, PASEO, DE LA;65;Moto 360;Línea;4;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H;-3,7220585450;40,4047618060
439657,0300000000;4472615,6600000000;28/02/2007;02  ARGANZUELA;02-02 ACACIAS;MELILLA, CALLE, DE;4;Moto;Batería;11;12;LABORABLES DE LUNESA VIERNES DE 8 A 20 H.;-3,7111099520;40,4019648550
440464,7800000000;4472369,6300000000;20/08/2009;02  ARGANZUELA;02-02 ACACIAS;PEÑUELAS, CALLE, DE LAS;53;Moto;Línea;6;7;;-3,7015687720;40,3998070390
439943,1100000000;4473040,8900000000;28/04/2022;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, RONDA, DE;14;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7077790620;40,4058168510
440150,3600000000;4472989,9100000000;14/11/2022;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, RONDA, DE;30;Moto 360;Línea;9;10;LABORABLES DE LUNES A VIERNES DE 8 A 20 HORAS;-3,7053318440;40,4053719490
440650,7400000000;4471642,2400000000;02/07/2008;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;10;Moto;Línea;9;10;LABORABLES DE 8 A 20 H;-3,6993097140;40,3932672990
440756,2800000000;4471634,5400000000;29/06/2023;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;12;Moto 360;Línea;8;10;RESERVA MOTOS SIN HORARIO;-3,6980655930;40,3932055910
440568,0600000000;4471815,3500000000;10/09/2019;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;33;Moto;Batería;13;15;;-3,7003000140;40,3948208740
440822,3400000000;4471572,4000000000;10/09/2019;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;53;Moto;Batería;12;10;LABORABLES DE LUNES A VIERNES  DE 8 A 20 H.;-3,6972815010;40,3926502800
440677,1700000000;4471710,2600000000;10/09/2019;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;S/N;Moto;Batería;10;10;;-3,6990047290;40,3938817960
440804,7000000000;4472176,9700000000;06/09/2023;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;136;Moto 360;Línea;8;10;;-3,6975454620;40,3980952700
440913,6100000000;4471969,2400000000;28/08/2019;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;162;Moto;Batería;5;5;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.  ;-3,6962428430;40,3962317250
440918,6100000000;4471959,6100000000;23/09/2019;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;164;Moto;Batería;5;7;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6961830260;40,3961451510
440734,9100000000;4471942,5300000000;22/12/2020;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;34;Moto;Batería;10;10;LABORABLES DE  LUNES A VIERNES DE 8 A 20 H.;-3,6983459990;40,3959785350
440891,5600000000;4471896,9600000000;09/05/2022;02  ARGANZUELA;02-03 CHOPERA;TOMAS BORRAS, CALLE, DE;3;Moto 360;Batería;8;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6964959760;40,3955796990
441228,4900000000;4471294,8300000000;06/06/2022;02  ARGANZUELA;02-04 LEGAZPI;EMBAJADORES, CALLE, DE;216;Moto 360;Batería;9;10;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6924705460;40,3901788270
442358,5100000000;4471573,5900000000;13/06/2019;02  ARGANZUELA;02-04 LEGAZPI;EROS, CALLE, DE;22;Moto;Batería;8;10;DÍAS LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H ;-3,6791823940;40,3927687680
441450,9800000000;4471180,6100000000;31/05/2022;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;S/N;Moto 360;Batería;10;12;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8:00 A 20:00 H.;-3,6898388360;40,3891658380
441530,8700000000;4471376,2200000000;23/04/2022;02  ARGANZUELA;02-04 LEGAZPI;PLOMO, CALLE, DEL;2;Moto 360;Batería;4;5;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6889154570;40,3909336420
441449,1900000000;4471545,6700000000;05/10/2006;02  ARGANZUELA;02-04 LEGAZPI;PLOMO, CALLE, DEL;11;Moto;Línea;6;7;;-3,6898934390;40,3924537560
441229,6900000000;4470798,4500000000;15/09/2006;02  ARGANZUELA;02-04 LEGAZPI;RICARDO DAMAS, CALLE, DE;S/N;Moto;Línea;35;25;;-3,6924106720;40,3857075220
442405,9600000000;4471462,1400000000;12/12/2011;02  ARGANZUELA;02-04 LEGAZPI;TITAN, CALLE, DE;8;Moto;Línea;19;20;LABORABLES DE LUNES A VIERNES DE 9 A 20 H..;-3,6786132750;40,3917682690
442273,0500000000;4471390,8200000000;16/09/2008;02  ARGANZUELA;02-04 LEGAZPI;TITAN, CALLE, DE;15;Moto;Línea;9;10;LABORABLES DE LUNESA VIERNES DE 8 A 20 H;-3,6801727520;40,3911167590
442299,0100000000;4471396,4100000000;05/05/2022;02  ARGANZUELA;02-04 LEGAZPI;TITAN, CALLE, DE;S/N;Moto 360;Batería;13;15;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6798672510;40,3911688410
440910,4500000000;4472289,7800000000;25/04/2022;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;37;Moto 360;Batería;8;10,05;RESERVA MOTOS LABORABLES DE LUNES A VIERNES DE 8 A 2O H.;-3,6963098220;40,3991193180
441189,2000000000;4471485,3700000000;20/06/2019;02  ARGANZUELA;02-05 DELICIAS;BOLIVAR, CALLE, DE;9;Moto;Batería;17;20;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.;-3,6929510280;40,3918926010
